RAW:Pc,RAW:Pc + m,RAW:Ph,RAW:Ph + m,RAW:Pc',dMeasure,drMeasure,Pc,PcPlusM,HpPlusM,Ph,Yvalue
-82.781,-82.851,-82.904,-82.835,-82.933,-1.812931698958858e-13,0.9656060985415496,5.271084762363955e-12,5.14148265310045e-12,5.033245801698853e-12,5.069980210593569e-12,0.9618475966832687
-82.818,-82.89,-82.811,-82.869,-82.897,-9.421038262879969e-14,0.981974024865489,5.22636816736936e-12,5.116883920167064e-12,5.187693678776286e-12,5.0946951352926396e-12,0.9748060167481473
-82.828,-82.883,-82.831,-82.944,-82.81,2.1656511712917187e-14,1.004153254120878,5.214347854144578e-12,5.1541427293337075e-12,5.2215754098903714e-12,5.093158642667183e-12,0.976758510389546
-82.83,-82.826,-82.752,-82.864,-82.899,-8.21522281922278e-14,0.984237708779116,5.211947111050811e-12,5.196211646027971e-12,5.265324077851636e-12,5.109689008025454e-12,0.9803800574245005
-82.876,-82.838,-82.737,-82.87,-82.817,7.053765864519464e-14,1.0136779508886546,5.1570340630264445e-12,5.219989601534345e-12,5.360028365452551e-12,5.217066936704596e-12,1.0116409690035906
-82.816,-82.821,-82.918,-82.94,-82.855,-4.674463306214139e-14,0.9910601186478314,5.228775553134404e-12,5.211073008522179e-12,5.0840291870408784e-12,5.046535950808993e-12,0.9651467919260435
-82.817,-82.753,-82.78,-82.863,-82.976,-1.879260855452003e-13,0.9640509790107468,5.227571721671639e-12,5.258196967422678e-12,5.178335571455621e-12,5.031549488671027e-12,0.9625022393881323
-82.954,-82.895,-82.752,-82.954,-82.848,1.2515042646198516e-13,1.0247077008156407,5.06523967550883e-12,5.16580938164516e-12,5.3689754051787425e-12,5.159102495355319e-12,1.0185307756117306
-82.861,-82.864,-82.942,-82.813,-82.814,5.6307424862111574e-14,1.0108809212209158,5.174876622934784e-12,5.185380035385152e-12,5.107408516081264e-12,5.274619279770862e-12,1.0192744028705967
-82.884,-82.85,-82.815,-82.818,-82.929,-5.306157603819071e-14,0.9896918638691025,5.1475431993126314e-12,5.174734995280062e-12,5.203448873802468e-12,5.186571985340717e-12,1.0075820220475853
-82.769,-82.893,-82.821,-82.99,-82.693,9.331142515884872e-14,1.0176536626205375,5.285669448009887e-12,5.16021471051695e-12,5.269414879367139e-12,5.093409464093013e-12,0.9636261809770827
-82.776,-82.816,-82.901,-82.848,-82.701,9.192472699909296e-14,1.0174193661806057,5.277156817648124e-12,5.251756734884177e-12,5.173395432382163e-12,5.259333647220135e-12,0.9966225808624098
-82.96,-82.835,-82.829,-82.863,-83.001,-4.7528177159394225e-14,0.990603823670602,5.058246620031148e-12,5.194068043725634e-12,5.189383255820117e-12,5.136847919960382e-12,1.0155392383633421
-82.849,-82.953,-82.834,-82.956,-82.81,4.6809257790201874e-14,1.0090205237643561,5.189195108067293e-12,5.0781084387805135e-12,5.230553569235012e-12,5.0980145268028666e-12,0.9824287621942227
-82.828,-82.831,-82.905,-82.879,-82.83,-2.4007430937669795e-15,0.999539589003089,5.214347854144578e-12,5.2101469682604715e-12,5.121512331098507e-12,5.151672382888703e-12,0.9879801898513431
-82.944,-82.894,-82.843,-82.917,-82.892,6.115354344095981e-14,1.0120454110965424,5.076916258882495e-12,5.1509925643437875e-12,5.226945972314525e-12,5.154442819214277e-12,1.0152704036030025
-82.867,-82.929,-82.94,-82.96,-82.732,1.6316121936743174e-13,1.0315730794395122,5.167732202999592e-12,5.1352719281162984e-12,5.1631750352893156e-12,5.180617534556722e-12,1.0024934209148164
-82.817,-82.876,-82.767,-82.883,-82.871,-6.459698469573719e-14,0.9876430227771068,5.227571721671639e-12,5.140884816852511e-12,5.255805656965195e-12,5.100280862883675e-12,0.9756500980636456
-82.822,-82.939,-82.774,-82.964,-82.854,-3.833245631897659e-14,0.9926588068710317,5.221556720489601e-12,5.0731815266039966e-12,5.260421369677836e-12,5.024840605292443e-12,0.9623261556414324
-82.785,-82.812,-82.915,-82.937,-82.833,-5.78840801969093e-14,0.9890084450210628,5.266232148938982e-12,5.219122631818352e-12,5.0819887502754426e-12,5.04169281920337e-12,0.9573624323073467
-82.883,-82.821,-82.774,-82.871,-83.004,-1.41470245002125e-13,0.9725232662363468,5.1487286014054784e-12,5.187391605537183e-12,5.208852475336262e-12,5.0568720532243084e-12,0.982159372673849
-82.924,-82.953,-82.826,-82.94,-82.875,5.787141112860285e-14,1.011346556297123,5.100350239594458e-12,5.080873977115114e-12,5.24568540864033e-12,5.124997983952051e-12,1.0048325591772602
-82.806,-82.935,-82.837,-82.868,-82.887,-9.684049535256823e-14,0.9815219132257557,5.240829125640294e-12,5.0632380726087685e-12,5.155132963669306e-12,5.09391205415508e-12,0.9719668266293142
-82.871,-82.928,-82.758,-82.865,-82.929,-6.849311370146128e-14,0.9867337887185597,5.162974736975902e-12,5.07853152765578e-12,5.264827634096811e-12,5.118742744410451e-12,0.9914328473760151
-82.803,-82.889,-82.867,-82.981,-82.808,-6.034422541631594e-15,0.9988493699365038,5.244450612819528e-12,5.1401116757189485e-12,5.1647149917287765e-12,5.0293210514419204e-12,0.9589795810352861
-82.78,-82.873,-82.879,-82.887,-82.86,-9.62302947225409e-14,0.9817479430199862,5.272298614228222e-12,5.136540072949568e-12,5.105357792847758e-12,5.071815909245821e-12,0.9619743266359452
-82.869,-82.918,-82.811,-82.902,-82.959,-1.0594146380486317e-13,0.9794899854086981,5.165352922264239e-12,5.080916137620733e-12,5.181828138188254e-12,5.046796471849184e-12,0.9770477541032984
-82.89,-82.96,-83.033,-82.913,-82.819,8.47283743395549e-14,1.0164827197220951,5.140436515824264e-12,5.079428713616037e-12,5.0162979782375255e-12,5.176831283774314e-12,1.0070800928749948
