RAW:Pc,RAW:Pc + m,RAW:Ph,RAW:Ph + m,RAW:Pc',dMeasure,drMeasure,Pc,PcPlusM,PhPlusM,Ph,Yvalue
-79641,-79664,-79.7,-79516,-79728,-2.1542306619572267e-13,0.9801668268662858,1.0861754936708857e-11,1.0750527957163366e-11,1.0607481519278187e-11,1.1017356607470629e-11,1.0143256473441409
-79565,-79638,-79631,-79663,-79556,2.2930222869015845e-14,1.0020744753364803,1.1053504693828428e-11,1.0874993118979517e-11,1.0898258979216288e-11,1.0824069478594887e-11,0.9792432154697828
-79617,-79718,-79692,-79567,-79585,8.07730811068685e-14,1.0073954848112543,1.0921945371850509e-11,1.0691067470407702e-11,1.0775335898605816e-11,1.1108995349543132e-11,1.017126067868341
-79699,-79578,-79603,-79624,-79749,-1.2268404639676768e-13,0.9885530946569392,1.0717660600831271e-11,1.0989796028031095e-11,1.0895868350620581e-11,1.0812342420639025e-11,1.00883418717331
-79647,-79634,-79615,-79563,-79638,2.2501334500782362e-14,1.002074475336478,1.084675922876148e-11,1.0884901467458092e-11,1.0938226939139509e-11,1.107547219400173e-11,1.0210858340649611
-79667,-79622,-79639,-79564,-79664,7.460826695442902e-15,1.0006910141682595,1.0796922897016854e-11,1.0911243459827676e-11,1.0870488524991974e-11,1.1061645770408632e-11,1.0245183628628967
-79572,-79572,-79525,-79759,-79664,-2.313191759278432e-13,0.9790390174480517,1.103570289964014e-11,1.097787310565818e-11,1.1040121925544587e-11,1.039711940261187e-11,0.9421347690459215
-79557,-79661,-79561,-79553,-79634,-1.946086330803705e-13,0.9824263447582708,1.1073884766913267e-11,1.0763197547674601e-11,1.0966385721145725e-11,1.0938132415348408e-11,0.9877412168880011
-79729,-79682,-79627,-79532,-79752,-5.622041307728944e-14,0.9947180530834255,1.064388074421428e-11,1.0745640868807532e-11,1.0868715388023062e-11,1.109564969153869e-11,1.042444006859996
-79576,-79613,-79636,-79781,-79666,-2.2613405439119802e-13,0.979489985408698,1.102554332102225e-11,1.0875475975678516e-11,1.0761200168266849e-11,1.0347596244558087e-11,0.9385112318980662
-79582,-79.63,-79702,-79574,-79663,-2.0344967585459079e-13,0.9815219132257578,1.1010321487297717e-11,1.0838438514370707e-11,1.0608534821733415e-11,1.0878034683775558e-11,0.9879852006433442
-79694,-79.7,-79.62,-79579,-79706,-2.9607181967595035e-14,0.9972407117415498,1.0730006869316606e-11,1.0707791256884148e-11,1.0899599773503751e-11,1.0995724388966835e-11,1.0247639654742506
-79614,-79.66,-79597,-79723,-79591,5.803554033330996e-14,1.005309994023136,1.0929492590847414e-11,1.0828848398062726e-11,1.1001376551285732e-11,1.0702122626722532e-11,0.9791966587437658
-79633,-79703,-79761,-79627,-79636,-7.514272701503255e-15,0.9993094630025895,1.088178146816395e-11,1.0705915246963633e-11,1.0561984823678545e-11,1.0891189890035578e-11,1.0008646030890396
-79675,-79642,-79.66,-79652,-79.66,3.7286976036164085e-14,1.0034598491478395,1.0777052536943234e-11,1.0868575957135291e-11,1.0832983000997479e-11,1.0862243853528508e-11,1.0079048808840119
-79645,-79658,-79675,-79779,-79.59,1.383028979973731e-13,1.012744748814528,1.0851755496327824e-11,1.0853896571775937e-11,1.084620398594192e-11,1.062576842235046e-11,0.9791750676603581
-79646,-79728,-79792,-79761,-79741,-2.3474586588394865e-13,0.9783629547845952,1.0849257074936373e-11,1.0587645404042148e-11,1.0373219144822461e-11,1.0389682560616335e-11,0.9576400014170801
-79638,-79686,-79.64,-79757,-79642,-1.0006350136012028e-14,0.9990793899844638,1.0869260563262263e-11,1.0747288900666811e-11,1.0859253061102637e-11,1.0567973088255869e-11,0.9722807753799982
-79652,-79719,-79631,-79662,-79586,1.6590665356083172e-13,1.0153131241457625,1.0834278621501385e-11,1.0709894086792683e-11,1.0969747194562197e-11,1.0933790462313871e-11,1.0091849069318743
-79.76,-79783,-79645,-79.67,-79693,1.6430273703541084e-13,1.0155469355497018,1.0568175092136563e-11,1.0553430236553684e-11,1.093390686484553e-11,1.0912694275074832e-11,1.032599685369957
-79678,-79661,-79657,-79812,-79705,-6.674675432957686e-14,0.9938023056811182,1.0769610583443439e-11,1.07951630173623e-11,1.0788438997638425e-11,1.0392332119684575e-11,0.9649682353103027
-79632,-79725,-79777,-79684,-79744,-2.771058830827827e-13,0.9745407417663072,1.0884287379435928e-11,1.0584412165904954e-11,1.0388335002283627e-11,1.0546912677415803e-11,0.9690035102658591
-79755,-79636,-79801,-79742,-79723,7.824681151022364e-14,1.00739548481125,1.0580349159962326e-11,1.0893828898340003e-11,1.0507998061246051e-11,1.067075251752083e-11,1.0085444588067665
-79639,-79626,-79709,-79846,-79.69,-1.268639882317899e-13,0.9883254980990284,1.0866758111644252e-11,1.0867618973212721e-11,1.0629578671361924e-11,1.0265812079230992e-11,0.944698683246725
-79657,-79778,-79732,-79749,-79755,-2.414632148408871e-13,0.9776873589674226,1.0821812374803213e-11,1.0464098513630315e-11,1.0515799143343932e-11,1.0413879143303838e-11,0.9623045366736186
-79819,-79676,-79725,-79734,-79789,7.226663068123167e-14,1.0069316688518044,1.0425574594842368e-11,1.0792637972233975e-11,1.0689821952016265e-11,1.0685833548048666e-11,1.0249635116835718
-79723,-79692,-79734,-79734,-79694,7.141089784405684e-14,1.0066998409579635,1.065859597147255e-11,1.0752802082513396e-11,1.066733902395977e-11,1.0685191748420785e-11,1.0024952420580926
-79762,-79888,-79795,-79749,-79693,1.6916844106511096e-13,1.016014719899767,1.0563309388106863e-11,1.0303535762199691e-11,1.0567932156342574e-11,1.0721852885233336e-11,1.015008885123158
-79759,-79789,-79778,-79.89,-79776,-4.129665612335425e-14,0.9960932565980795,1.0570608784557753e-11,1.048751706149276e-11,1.050381598927886e-11,1.0225546770421564e-11,0.967356467241482
-79701,-79763,-79.83,-79692,-79678,5.688451141395087e-14,1.0053099940231343,1.0712726072029488e-11,1.0575098504093841e-11,1.0427643913997576e-11,1.0777612741612845e-11,1.006056970853831
-79759,-79843,-79839,-79719,-79751,1.9489726159053505e-14,1.0018437657240258,1.0570608784557753e-11,1.0372992072150018e-11,1.0387418293788077e-11,1.0683034718021766e-11,1.0106357103697048
-79755,-79717,-79698,-79854,-79729,6.353158425195369e-14,1.0060046774724947,1.0580349159962326e-11,1.0689214438681363e-11,1.0751894509651918e-11,1.0389540732520887e-11,0.9819657721539581
-79727,-79733,-79763,-79692,-79711,3.930392450772766e-14,1.0036909309200985,1.0648783561269616e-11,1.0643907862123896e-11,1.0580529338494216e-11,1.0764427301433178e-11,1.0108598075543733
-79825,-79763,-79758,-79696,-79893,-1.6174431973473746e-13,0.9844643639803781,1.0411181076233396e-11,1.0520441296306668e-11,1.049217087755448e-11,1.0603758416355988e-11,1.018497165567719
-79792,-79694,-79731,-79764,-79831,-9.378464848921306e-14,0.9910601186478315,1.0490592077764435e-11,1.0706560707194303e-11,1.059208786022523e-11,1.0488107437933894e-11,0.9997631554242008
-79781,-79771,-79819,-79777,-79798,-4.108798914787043e-14,0.9960932565980796,1.0517196785351486e-11,1.0531169430566884e-11,1.0405030600268433e-11,1.0496071951964116e-11,0.9979914007678554
-79858,-79689,-79699,-79.82,-79776,1.9694093349810212e-13,1.019060574749252,1.0332371194936296e-11,1.0791602593528847e-11,1.0816131067580322e-11,1.0570879994056636e-11,1.0230836460112107
-79819,-79678,-79701,-79928,-79.73,2.158555874007748e-13,1.0207044307665845,1.0425574594842368e-11,1.0823574480293633e-11,1.0820653865729875e-11,1.0329059695214338e-11,0.990742486301352
-79812,-79745,-79911,-79805,-79747,1.5746465965990837e-13,1.015079366572689,1.0442392185431758e-11,1.0644105548638286e-11,1.0285776637495796e-11,1.057733539937659e-11,1.012922634157822
-79907,-79877,-79706,-79.78,-79897,2.3551348808399685e-14,1.0023052380778965,1.0216449673558582e-11,1.0293154556738915e-11,1.071217536175321e-11,1.0537282249838535e-11,1.031403529262255
-79795,-79856,-79729,-79762,-79844,-1.1761536813994502e-13,0.9887807436269301,1.0483347935810018e-11,1.0307726681470858e-11,1.0585073060144307e-11,1.0475097862001904e-11,0.9992130306216459
-79827,-79865,-79931,-79735,-79858,-7.401645903877026e-14,0.9928874013250413,1.0406387653975066e-11,1.0297226679635432e-11,1.0123138969478266e-11,1.0573673488477823e-11,1.01607530298363
-79876,-79722,-79765,-79792,-79844,7.609684470254497e-14,1.0073954848112543,1.0289635722967528e-11,1.0680074697643455e-11,1.0594063454510574e-11,1.0547664711291344e-11,1.025076591171043
-79817,-79787,-79783,-79804,-79798,4.573194115521374e-14,1.0043844955739138,1.0430376855048402e-11,1.0514109758695883e-11,1.053522052287244e-11,1.049594446608648e-11,1.0062862168787643
-79991,-79849,-79.83,-79788,-79892,2.310522948908063e-13,1.0230573974866712,1.0020744753364782e-11,1.041156851787023e-11,1.0514727805736003e-11,1.0673547942276955e-11,1.065145176828596
-79894,-79.85,-79787,-79879,-79781,2.701197771950578e-13,1.0263606662641502,1.0247077008156428e-11,1.0418951611092216e-11,1.063773666200461e-11,1.0485120181707235e-11,1.0232303488459518
-79782,-79977,-79911,-79775,-79753,7.044732282225805e-14,1.0066998409579635,1.0514775390081841e-11,1.0070711770936905e-11,1.0242267969076971e-11,1.0584572363413832e-11,1.006637989946778
-79853,-79776,-79895,-79789,-79885,-7.593931047587226e-14,0.9926588068710297,1.0344273627156734e-11,1.051032730081543e-11,1.0206748147865885e-11,1.0440886742666696e-11,1.0093397679713658
-79834,-79656,-79847,-79947,-79758,1.83414988331493e-13,1.0176536626205355,1.0389628049090356e-11,1.0870158223174174e-11,1.045028213999258e-11,1.026034594119974e-11,0.9875566182658546
-79885,-79728,-79.86,-79856,-79781,2.488624686706248e-13,1.0242359141215678,1.0268334316680861e-11,1.070854748768079e-11,1.0452045291949292e-11,1.0523777375008813e-11,1.0248767765491416
-79788,-79888,-79.77,-79878,-79903,-2.743950150049223e-13,0.9738677853286318,1.0500258721108851e-11,1.0192644898182183e-11,1.0406671456410141e-11,1.0079102000272772e-11,0.9598908244051719
-79742,-79902,-79799,-79922,-79866,-2.987116258443238e-13,0.9718517029401701,1.0612067408888161e-11,1.0153540662879375e-11,1.032434104778176e-11,9.957190454393735e-12,0.9382894087210629
-79835,-79881,-79.92,-79865,-79934,-2.341047827686064e-13,0.9774622640495891,1.0387236024226233e-11,1.0219269963070126e-11,1.0068861489156867e-11,1.0140152207318669e-11,0.9762127464581253
-79883,-79821,-79954,-79964,-80005,-2.8457044902169547e-13,0.9722993602579243,1.0273064148386773e-11,1.0349631933394363e-11,9.964196616317113e-12,9.869809740849254e-12,0.960746433419201
-79829,-79887,-79939,-79856,-79818,2.6379009844012284e-14,1.0025360539605215,1.0401596438661057e-11,1.0270201415102506e-11,1.015463824833461e-11,1.0356914780888853e-11,0.9957043461515072
-79891,-79973,-80035,-79806,-79818,1.7381756495276093e-13,1.016950935115946,1.0254157883552308e-11,1.010581784404417e-11,1.0006642174867219e-11,1.0587192027295949e-11,1.032477961381678
-79826,-79893,-79941,-79955,-79964,-3.255465115571413e-13,0.968723867382764,1.0408784089172667e-11,1.0168050128609374e-11,9.974006253107914e-12,9.859995121614282e-12,0.94727636169058
-79851,-79926,-79989,-79814,-79918,-1.5843269076866366e-13,0.9846910713769381,1.0349038438261164e-11,1.0132243064139973e-11,9.946144194220882e-12,1.0318759875159027e-11,0.9970742631518118
-79.98,-79951,-79867,-79849,-79984,-9.248593582959985e-15,0.9990793899844639,1.0046157902783946e-11,1.0111153414575489e-11,1.0306357021704688e-11,1.0346868998960309e-11,1.0299329454191668
-79936,-79851,-79882,-79.99,-79945,-2.100914003561396e-14,0.9979298192025303,1.0148456628180936e-11,1.034378615325226e-11,1.0264925311160285e-11,1.0007295525752293e-11,0.9860903871790064
-79953,-79886,-80004,-80042,-79932,4.8998795759892786e-14,1.0048471382465813,1.0108809212209115e-11,1.0278219916455513e-11,1.0015293297724544e-11,9.94050664651237e-12,0.9833509009653211
-79924,-79926,-79.98,-80063,-80024,-2.316462546573863e-13,0.9772372209558131,1.0176536626205314e-11,1.0113939673167793e-11,9.930334775455253e-12,9.682249540572927e-12,0.9514287518644051
-79908,-79925,-79952,-80095,-79844,1.5163504777158302e-13,1.014845662818098,1.021409751989849e-11,1.0212102423748951e-11,1.0186954643434868e-11,9.897355833674661e-12,0.9689897530734584
-79911,-80005,-80029,-79.88,-79884,6.365465259696655e-14,1.006236345280598,1.0207044307665842e-11,1.000440736251432e-11,9.965274808006732e-12,1.032790397071247e-11,1.011840809092585
-79962,-80037,-79901,-79916,-79868,2.2072525113357398e-13,1.0218802368884408,1.0087882149492694e-11,9.970347550833909e-12,1.0340936600433478e-11,1.0360843713976205e-11,1.0270583617491247
-79906,-79988,-79902,-79999,-79896,2.355677233129008e-14,1.0023052380779003,1.0218802368884388e-11,1.003355842304869e-11,1.02399969555061e-11,1.001997042945673e-11,0.9805425398936095
-79932,-80034,-80013,-79951,-80021,-2.0604557627257475e-13,0.9797155472803849,1.0157808007969008e-11,9.870506364333491e-12,9.867088362025353e-12,9.958931380766798e-12,0.9804213047690813
-79922,-79905,-80016,-80014,-79936,-3.2767545596042224e-14,0.9967815711512925,1.0181224173776978e-11,1.0212963719601715e-11,9.946842646746159e-12,9.943240052315911e-12,0.976625195811519
-79893,-79902,-80038,-80008,-79916,-5.413698087263528e-14,0.9947180530834233,1.0249436756498659e-11,1.0214684324122297e-11,9.885814959042606e-12,9.94099353926277e-12,0.9699063251412015
-79944,-80011,-80045,-79994,-80044,-2.305819367951734e-13,0.9772372209558112,1.0129779687601006e-11,9.917058129197425e-12,9.781627670293439e-12,9.840888605774617e-12,0.9714810103737995
-80048,-79917,-80009,-80081,-79923,2.887956799435513e-13,1.0292005271944265,9.890084450210667e-12,1.0265151411335182e-11,1.0123696031997058e-11,1.0031815892215222e-11,1.0143306604425946
-80036,-79964,-80034,-79941,-79949,2.0067450624177885e-13,1.0202344872220654,9.91744955231412e-12,1.013340620417597e-11,1.0022355011522523e-11,1.0287285388567819e-11,1.0372914260166217
-79992,-79987,-79921,-79952,-80097,-2.393126000278168e-13,0.9761127824302158,1.0018437657240258e-11,9.970150301976375e-12,1.0063912457183925e-11,9.931652669528213e-12,0.9913374728993471
-79981,-79931,-79.91,-80106,-79941,9.293455314730499e-14,1.0092528860766814,1.004384495573918e-11,1.0183380837284477e-11,1.025586211365046e-11,9.828581415163365e-12,0.9785676161346148
-80032,-79975,-80.07,-80001,-79921,2.569806884875163e-13,1.0258881185266011,9.926588068710316e-12,1.012197580213927e-11,9.968601401855102e-12,1.019043319634721e-11,1.0265796390270854
-80078,-80018,-80054,-80039,-80053,5.6703033969198627e-14,1.005773063001737,9.822001587742539e-12,9.972814999028207e-12,9.904781744755667e-12,9.953128461955214e-12,1.013350321015659
-80052,-79997,-80003,-80037,-79993,1.3515155287182889e-13,1.0136779508886506,9.880979539411265e-12,1.0040698029900552e-11,1.0060670406461831e-11,1.0016529902704386e-11,1.0137183123143272
-80.09,-80093,-80022,-79943,-80051,8.835512690328064e-14,1.0090205237643561,9.794899854086982e-12,9.810224895077644e-12,9.99364878096156e-12,1.019837876930479e-11,1.0411927555389404
-80034,-79999,-79996,-80026,-80114,-1.8109723348305275e-13,0.9817479430199865,9.922017758401634e-12,9.9570285418375e-12,9.918665966451451e-12,9.804488709545504e-12,0.98815472298902
-79962,-80064,-80114,-80031,-80.08,-2.704027192928287e-13,0.9731952935922802,1.0087882149492694e-11,9.786114388762992e-12,9.605719165272166e-12,9.726071973780812e-12,0.9641341789733262
-80019,-80102,-80102,-80055,-80085,-1.501632998681678e-13,0.9849178309808195,9.956346443087888e-12,9.730332076959841e-12,9.692791251992799e-12,9.7615338825675e-12,0.9804333284670267
-80.12,-80077,-80035,-80.08,-80.0,2.725277622303595e-13,1.0280162981264747,9.727472237769642e-12,9.892395388140299e-12,1.0055997273506017e-11,1.0021875251872635e-11,1.0302651096715436
-80019,-80074,-80051,-79939,-79994,5.747861528310802e-14,1.0057730630017412,9.956346443087888e-12,9.845421806638456e-12,9.911994288631817e-12,1.0184557704874934e-11,1.022921185305427
-80118,-80076,-80059,-79963,-80172,-1.20257520763468e-13,0.9876430227771067,9.731952935922801e-12,9.79646144810445e-12,9.804937349849236e-12,9.995366455618461e-12,1.0270668715138709
-80083,-80005,-80.03,-80156,-80047,8.166189108226372e-14,1.0083237577615525,9.810700097431974e-12,1.0008909172135644e-11,9.971991429750467e-12,9.708417937273354e-12,0.9895744280079061
-80077,-80105,-80066,-80107,-80064,2.945162100349118e-14,1.0029978451983328,9.824263447582709e-12,9.76849072955299e-12,9.8639041203099e-12,9.778722409462172e-12,0.9953644323196827
-80067,-80179,-80088,-80124,-80093,-5.877460041759655e-14,0.9940311634657752,9.84691071376942e-12,9.58152202099899e-12,9.770024310747167e-12,9.674436079088503e-12,0.9824843913289741
-80089,-80.11,-80041,-80.18,-80018,1.614837677320571e-13,1.0164827197220994,9.79715547280385e-12,9.790267319106901e-12,9.98678012057209e-12,9.715119140958358e-12,0.9916265152601469
-80126,-80.18,-80136,-80098,-80038,1.9884093219126643e-13,1.020469431942201,9.714042517287657e-12,9.643716548207133e-12,9.791121305568538e-12,9.926004288817656e-12,1.0218201403949776
-80.18,-80039,-80127,-80251,-80102,1.738665867675679e-13,1.018122417377696,9.594006315159316e-12,9.954067833170207e-12,9.79873932721674e-12,9.568835172680814e-12,0.9973763679476916
-80097,-80028,-80138,-80165,-80132,-7.849371937289884e-14,0.9919733392390757,9.779125057212441e-12,9.916111576025206e-12,9.64799181414119e-12,9.568329840203512e-12,0.978444368409681
-80108,-80158,-80177,-80072,-80.11,-4.49102722911796e-15,0.9995395890030889,9.754387404403005e-12,9.641607098297958e-12,9.598390395838883e-12,9.832212291847716e-12,1.007978449513865
-80061,-80202,-80143,-80113,-80038,5.235932417035724e-14,1.005309994023134,9.860524125308566e-12,9.558618800371231e-12,9.702271907862448e-12,9.782433206132277e-12,0.992080449458477
-80075,-80226,-80173,-80.06,-80027,1.0923432681084538e-13,1.0111137119549056,9.828788730000316e-12,9.520232495543492e-12,9.66409965868818e-12,9.944720601420235e-12,1.0117951331140185
-80159,-80085,-80219,-80112,-80119,8.920253880901687e-14,1.0092528860766836,9.640509790107466e-12,9.828483777921975e-12,9.552838306414384e-12,9.812309321769854e-12,1.0178205857784282
-80113,-79957,-80176,-80171,-80074,8.788843981316964e-14,1.0090205237643561,9.74316371300451e-12,1.0121475051156503e-11,9.6467910120004e-12,9.679825174498007e-12,0.9934991815418269
-80113,-80046,-80189,-80055,-80069,9.921337478664947e-14,1.0101828705448341,9.74316371300451e-12,9.919443394997426e-12,9.623751674908215e-12,9.948566388558614e-12,1.021081722693415
-80145,-80158,-80087,-80062,-80167,-4.88696055761951e-14,0.9949471217509919,9.671637266500187e-12,9.63051245371119e-12,9.77723346587472e-12,9.82160171291783e-12,1.0155055904481733
-80029,-80177,-80035,-80143,-80084,-1.2500612139918654e-13,0.9874156357468666,9.93344748170825e-12,9.569384379103646e-12,9.857230331691243e-12,9.58233765472788e-12,0.9646537793020082
-80077,-80165,-80208,-80046,-80161,-1.881922541984359e-13,0.9808441360309061,9.824263447582709e-12,9.580152066183577e-12,9.438254312105944e-12,9.753495860651936e-12,0.992796652155314
-80091,-80152,-80091,-80135,-80161,-1.5657356130145088e-13,0.9840111057611345,9.792644754685724e-12,9.616917595090133e-12,9.714357974034998e-12,9.576502522026456e-12,0.9779281044014341
-80061,-80161,-80128,-80126,-80.09,-6.562427122158388e-14,0.993344748170825,9.860524125308566e-12,9.619665125578877e-12,9.676757929677446e-12,9.664824313871468e-12,0.9801532039321517
-80159,-80229,-80236,-80084,-80241,-1.8031671720835032e-13,0.9812959354708212,9.640509790107466e-12,9.441289519362605e-12,9.380932436097428e-12,9.6732038224028e-12,1.0033913177837215
-80184,-80092,-80169,-80.1,-80188,-8.824207163789575e-15,0.9990793899844598,9.585173976856464e-12,9.788184122689569e-12,9.613925129290288e-12,9.765754054185268e-12,1.018839520050947
-80.17,-80122,-80196,-80199,-80162,1.772987758682086e-14,1.0018437657240216,9.616122783836659e-12,9.727426071975929e-12,9.567590657640311e-12,9.565422473280074e-12,0.9947275724638411
-80261,-80241,-80195,-80216,-80199,1.3539763113476467e-13,1.0143784167147647,9.416727433955193e-12,9.494042480682808e-12,9.628625765765542e-12,9.616355586868672e-12,1.0211993130642874
-80165,-80209,-80195,-80239,-80214,-1.0801002641032929e-13,0.98878074362693,9.627200129733186e-12,9.503153280478653e-12,9.506921936992995e-12,9.383543136294261e-12,0.9746907730019655
-80127,-80278,-80219,-80194,-80158,-6.907617872771705e-14,0.9928874013250392,9.711806033832955e-12,9.362669651502939e-12,9.473698947646017e-12,9.511321554414156e-12,0.9793566223707132
-80193,-80262,-80112,-80244,-80.17,5.079185008750897e-14,1.0053099940231343,9.56533093374915e-12,9.427257364469142e-12,9.770803342706846e-12,9.491754347145284e-12,0.9923079936163769
-80162,-80164,-80.06,-80187,-80202,-8.832369209483834e-14,0.9908319448927727,9.63385266142348e-12,9.60733620669183e-12,9.818633010264682e-12,9.512312290527719e-12,0.9873840326225415
-80158,-80154,-80158,-80183,-80.29,-2.8867311362971627e-13,0.9700631337839584,9.642729855105238e-12,9.579446950343538e-12,9.49839329829038e-12,9.37087646362304e-12,0.9718074242909265
-80252,-80175,-80198,-80242,-80257,-1.0857646977537853e-14,0.9988493699365038,9.43626220276727e-12,9.60234377212292e-12,9.548895952920718e-12,9.44987179847697e-12,1.0014422655302762
-80176,-80.23,-80091,-80265,-80191,-3.310984621723759e-14,0.9965520801347683,9.602846792093816e-12,9.475907171454668e-12,9.776089831577105e-12,9.383225915702953e-12,0.977129607381461
-80198,-80252,-80171,-80227,-80.21,-2.636313617294713e-14,0.9972407117415518,9.554324776409487e-12,9.429671418724034e-12,9.600727276551657e-12,9.470965986835045e-12,0.9912752819769889
-80265,-80146,-80224,-80199,-80232,7.17597097413239e-14,1.0076274729014523,9.408058300365882e-12,9.687350473526553e-12,9.533176428494866e-12,9.605944847395951e-12,1.0210337288218518
-80195,-80235,-80216,-80206,-80168,5.962524166398994e-14,1.0062363452805958,9.560926950198159e-12,9.488178155458487e-12,9.544619984349594e-12,9.581460191003841e-12,1.0021476203000648
-80246,-80257,-80236,-80.14,-80207,8.523770638155669e-14,1.0090205237643561,9.449307890342999e-12,9.446713982385121e-12,9.513709647892381e-12,9.746706842398671e-12,1.0314730936389116
-80135,-80174,-80151,-80164,-80275,-3.0751232628118917e-13,0.9682778562612505,9.693932693002544e-12,9.530392003320898e-12,9.504528468480008e-12,9.398782885004647e-12,0.9695531403667628
-80142,-80.23,-80221,-80179,-80179,-8.210483377823512e-14,0.9915166238050473,9.678320504881625e-12,9.463658424564418e-12,9.462806923227644e-12,9.534637045769712e-12,0.9851540916588327
-80297,-80.18,-80184,-80143,-80268,6.2569760621401e-14,1.0066998409579657,9.338991927414303e-12,9.609648755314667e-12,9.616458857167166e-12,9.72301956624332e-12,1.0411208877589577
-80254,-80198,-80158,-80273,-80198,1.2240713253014464e-13,1.0129779687601046,9.431917643879342e-12,9.584926559542022e-12,9.70393342137031e-12,9.482549317911245e-12,1.0053681208788712
-80277,-80.26,-80305,-80255,-80274,6.483163168082839e-15,1.0006910141682572,9.382098755562887e-12,9.42051675602044e-12,9.325046285000125e-12,9.434608486975075e-12,1.0055968001169304
-80285,-80183,-80193,-80268,-80332,-1.008011915792097e-13,0.9892361988514237,9.364832198943223e-12,9.562181000950527e-12,9.514930337959545e-12,9.325960794351296e-12,0.9958492150455922
-80165,-80099,-80201,-80.32,-80163,4.434510506635676e-15,1.0004606230728434,9.627200129733186e-12,9.775731268122548e-12,9.549944416919439e-12,9.292989750679338e-12,0.9652847791102157
-80178,-80231,-80285,-80256,-80235,-1.2515369078659359e-13,0.9869610187296428,9.598425535829083e-12,9.450712647498425e-12,9.302255353549927e-12,9.333709817184195e-12,0.9724209228214821
-80148,-80301,-80.28,-80249,-80244,-2.112981835624994e-13,0.9781377043229846,9.664958643142153e-12,9.277569812020251e-12,9.269970977477543e-12,9.284309155972939e-12,0.9606155079163938
-80155,-80262,-80197,-80315,-80195,-8.846616785767562e-14,0.9908319448927686,9.649393118055835e-12,9.392442859982846e-12,9.512291910360747e-12,9.234015521646358e-12,0.9569529822935469
-80215,-80.29,-80223,-80244,-80169,1.0133875174273761e-13,1.010648184082794,9.516998481129445e-12,9.379391429411206e-12,9.550153034634844e-12,9.529664523386706e-12,1.0013308862329207
-80264,-80253,-80186,-80287,-80345,-1.7388295107122328e-13,0.9815219132257555,9.410224835267537e-12,9.390618935462607e-12,9.493819381814562e-12,9.230108313911147e-12,0.9808594880027359
-80196,-80256,-80231,-80314,-80331,-2.9256134390947893e-13,0.9693932693002545,9.558725718846901e-12,9.354434749296772e-12,9.335720398240333e-12,9.08308587438918e-12,0.950240245567471
-80288,-80266,-80314,-80.18,-80325,-7.939053456199384e-14,0.9915166238050516,9.358365435835292e-12,9.386044630629437e-12,9.262811615040292e-12,9.53446341423782e-12,1.0188171726793451
-80207,-80219,-80.27,-80221,-80259,-1.1348060084264297e-13,0.9880979539411268,9.534545596724556e-12,9.479866886799215e-12,9.340492805225074e-12,9.41874888948478e-12,0.9878550366071398
-80187,-80264,-80306,-80266,-80212,-5.4980197679658163e-14,0.9942600739529538,9.578555059598848e-12,9.396479785847623e-12,9.292168426818597e-12,9.364657116010191e-12,0.9776690803302002
-80344,-80269,-80.2,-80257,-80357,-2.7612720895254826e-14,0.9970111150161644,9.238468875379455e-12,9.392493967443966e-12,9.53611949976674e-12,9.404695015118292e-12,1.0179928234841846
-80287,-80237,-80201,-80247,-80212,1.630543347046258e-13,1.0174193661806057,9.360520527214564e-12,9.509673830184459e-12,9.629254329018434e-12,9.569423108299845e-12,1.0223174107121418
-80337,-80301,-80.28,-80.2,-80155,3.960215832780551e-13,1.042797544850507,9.25337153477778e-12,9.42939975373039e-12,9.57363086089782e-12,9.846942047672909e-12,1.064146404439102
-80315,-80239,-80304,-80268,-80293,4.723227168002023e-14,1.0050785394907333,9.300365147539615e-12,9.476358724022014e-12,9.347567511246338e-12,9.436985891795719e-12,1.0146898258389616
-80239,-80288,-80321,-80307,-80204,7.658344671782007e-14,1.0080916093643013,9.464550656102008e-12,9.377511297514748e-12,9.325816813249542e-12,9.374950427057938e-12,0.9905330710036082
-80292,-80311,-80372,-80.22,-80227,1.4098830807874106e-13,1.0150793665726892,9.349750030886014e-12,9.344182123396969e-12,9.249592014612734e-12,9.611789167621865e-12,1.0280263253958908
-80392,-80253,-80253,-80282,-80375,3.5835617083243255e-14,1.0039220659070245,9.13692373681456e-12,9.443048577501224e-12,9.452007481772034e-12,9.398180143488477e-12,1.028593475681674
-80272,-80252,-80235,-80324,-80239,7.164413991802892e-14,1.007627472901448,9.39290651618398e-12,9.454173237746777e-12,9.509093915001504e-12,9.334844815140223e-12,0.9938185586172165
-80281,-80396,-80314,-80.26,-80289,-1.725066085470639e-14,0.9981596274917245,9.37346150148173e-12,9.124199528097544e-12,9.293881551893934e-12,9.405957969587389e-12,1.0034668588653746
-80307,-80327,-80254,-80368,-80352,-9.604619077692366e-14,0.9896918638691025,9.317512842019572e-12,9.250691211494458e-12,9.38389454849088e-12,9.115521373577944e-12,0.9783213104326834
-80.28,-80374,-80272,-80.32,-80367,-1.8594829606953687e-13,0.9801668268662856,9.375620069258793e-12,9.128384628959247e-12,9.299932368149211e-12,9.15020264574721e-12,0.9759570650424827
-80386,-80317,-80343,-80304,-80346,8.465979550073488e-14,1.0092528860766794,9.149555587213839e-12,9.317248106025584e-12,9.282926254127174e-12,9.38744622203188e-12,1.0260002393067575
